table_idx,class,mangled,demangled,rva_1.0.65,match_status,rva_1.0.68,size_1.0.68,offset_into_fn,cluster_size,cluster_classes,target_size
2589,GameWorld,?destroy@GameWorld@@QEAAXPEAVMovableObject@Ogre@@@Z,GameWorld::destroy(class Ogre::MovableObject *);,0x799BE0,INSIDE,0x799AF0,3133,240,8,ActivePlatoon|GameWorld|Platoon|ZoneManager,3133
2590,GameWorld,?destroy@GameWorld@@QEAAXPEAVAttachedEntity@@@Z,GameWorld::destroy(class AttachedEntity *);,0x799BA0,INSIDE,0x799AF0,3133,176,8,ActivePlatoon|GameWorld|Platoon|ZoneManager,3133
2591,GameWorld,?destroy@GameWorld@@QEAAXPEAVTownBuildingsManager@@@Z,GameWorld::destroy(class TownBuildingsManager *);,0x799CB0,INSIDE,0x799AF0,3133,448,8,ActivePlatoon|GameWorld|Platoon|ZoneManager,3133
4273,Platoon,?getSquadLeader@Platoon@@QEAAPEAVCharacter@@XZ,Platoon::getSquadLeader();,0x79A300,INSIDE,0x799AF0,3133,2064,8,ActivePlatoon|GameWorld|Platoon|ZoneManager,3133
5879,ZoneManager,?levelEditorGetAllSelectedObjects@ZoneManager@@QEAAXAEAV?$lektor@PEAVRootObject@@@@W4itemType@@@Z,"ZoneManager::levelEditorGetAllSelectedObjects(class lektor<RootObject *> &, enum itemType);",0x79A330,INSIDE,0x799AF0,3133,2112,8,ActivePlatoon|GameWorld|Platoon|ZoneManager,3133
60,ActivePlatoon,?getGroupSense@ActivePlatoon@@QEAAPEAVGroupSense@@XZ,ActivePlatoon::getGroupSense();,0x850CE0,INSIDE,0x850B50,823,400,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
320,Bounty,?addCrime@Bounty@@QEAAXW4CrimeEnum@@@Z,Bounty::addCrime(enum CrimeEnum);,0x850BE0,INSIDE,0x850B50,823,144,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
343,BountyManager,?isCommittingCrime@BountyManager@@QEBA_NXZ,BountyManager::isCommittingCrime();,0x850C00,INSIDE,0x850B50,823,176,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
345,BountyManager,?hasAccessPass@BountyManager@@QEBA_NPEAVFaction@@@Z,BountyManager::hasAccessPass(class Faction *);,0x850C10,INSIDE,0x850B50,823,192,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
651,Character,?getCurrentNoiseRange@Character@@QEAAMXZ,Character::getCurrentNoiseRange();,0x850E40,INSIDE,0x850B50,823,752,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
4886,SensoryData,?getVisionRange@SensoryData@@QEAAM_N@Z,SensoryData::getVisionRange(bool);,0x850CF0,INSIDE,0x850B50,823,416,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
4936,SensoryData_SpottingPeopleMgr_Spot,?_CONSTRUCTOR@Spot@SpottingPeopleMgr@SensoryData@@QEAAPEAV123@XZ,,0x850BC0,INSIDE,0x850B50,823,112,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
5167,TimeOfDay,?getTotalSeconds@TimeOfDay@@QEBANXZ,TimeOfDay::getTotalSeconds();,0x850B40,NEAR,0x850B50,823,16,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
5168,TimeOfDay,?getRealLifeSeconds@TimeOfDay@@QEBANXZ,TimeOfDay::getRealLifeSeconds();,0x850B60,INSIDE,0x850B50,823,16,9,ActivePlatoon|Bounty|BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr_Spot|TimeOfDay,823
68,ActivePlatoon,?isIntact@ActivePlatoon@@QEAA_NXZ,ActivePlatoon::isIntact();,0x7A5040,INSIDE,0x7A4EC0,3313,384,3,ActivePlatoon|Character|ZoneManager,3313
768,Character,?declareDead@Character@@QEAAXXZ,Character::declareDead();,0x7A5660,INSIDE,0x7A4EC0,3313,1952,3,ActivePlatoon|Character|ZoneManager,3313
5878,ZoneManager,?levelEditorDeleteAllSelectedObjects@ZoneManager@@QEAAXXZ,ZoneManager::levelEditorDeleteAllSelectedObjects();,0x7A5550,INSIDE,0x7A4EC0,3313,1680,3,ActivePlatoon|Character|ZoneManager,3313
70,ActivePlatoon,?getSquadLeader_theRealOne@ActivePlatoon@@QEAAPEAVCharacter@@XZ,ActivePlatoon::getSquadLeader_theRealOne();,0x595B00,INSIDE,0x595AE0,85,32,5,ActivePlatoon|CharBody|CharMovement|Item,85
83,ActivePlatoon,?isLoaded@ActivePlatoon@@QEBA_NXZ,ActivePlatoon::isLoaded();,0x595B10,INSIDE,0x595AE0,85,48,5,ActivePlatoon|CharBody|CharMovement|Item,85
1123,CharBody,?isCrouched@CharBody@@QEBA_NXZ,CharBody::isCrouched();,0x595AA0,NEAR,0x595AE0,85,64,5,ActivePlatoon|CharBody|CharMovement|Item,85
1191,CharMovement,?isTrackingAnimationMode@CharMovement@@QEBA_NXZ,CharMovement::isTrackingAnimationMode();,0x595AF0,INSIDE,0x595AE0,85,16,5,ActivePlatoon|CharBody|CharMovement|Item,85
3341,Item,?getInventoryWeAreIn@Item@@QEBAAEBVhand@@XZ,Item::getInventoryWeAreIn();,0x595AB0,NEAR,0x595AE0,85,48,5,ActivePlatoon|CharBody|CharMovement|Item,85
74,ActivePlatoon,?setSquadLeader@ActivePlatoon@@QEAAXPEAVCharacter@@@Z,ActivePlatoon::setSquadLeader(class Character *);,0x790C00,REFINED,0x790B50,105,-176,2,ActivePlatoon|Platoon,105
4258,Platoon,?undeclareDead@Platoon@@QEAAXXZ,Platoon::undeclareDead();,0x790B90,INSIDE,0x790B50,105,64,2,ActivePlatoon|Platoon,105
77,ActivePlatoon,?_forceRefreshInventory@ActivePlatoon@@QEAAXXZ,ActivePlatoon::_forceRefreshInventory();,0x4FDEE0,REFINED,0x4FDE90,50,-80,2,ActivePlatoon|Platoon,50
4250,Platoon,?reprocessTask@Platoon@@QEAAXPEAVTasker@@@Z,Platoon::reprocessTask(class Tasker *);,0x4FDF80,REFINED,0x4FDE90,50,-240,2,ActivePlatoon|Platoon,50
86,ActivePlatoon,?getName@ActivePlatoon@@QEBAAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ,ActivePlatoon::getName();,0x411D60,NEAR,0x411CE0,82,-128,4,ActivePlatoon|MedicalSystem|PlayerInterface|PortraitData,82
3720,MedicalSystem,?isReallyHungry@MedicalSystem@@QEBA_NXZ,MedicalSystem::isReallyHungry();,0x411D40,NEAR,0x411CE0,82,-96,4,ActivePlatoon|MedicalSystem|PlayerInterface|PortraitData,82
4294,PlayerInterface,?getDeadSquadHandle@PlayerInterface@@QEBAAEBVhand@@XZ,PlayerInterface::getDeadSquadHandle();,0x411D30,INSIDE,0x411CE0,82,80,4,ActivePlatoon|MedicalSystem|PlayerInterface|PortraitData,82
4375,PortraitData,?getHandle@PortraitData@@QEBAAEBVhand@@XZ,PortraitData::getHandle();,0x411D70,NEAR,0x411CE0,82,-144,4,ActivePlatoon|MedicalSystem|PlayerInterface|PortraitData,82
91,ActivePlatoon,?putTheSpecialCharactersInNewSquads_captured@ActivePlatoon@@QEAAXXZ,ActivePlatoon::putTheSpecialCharactersInNewSquads_captured();,0x79B620,INSIDE,0x79B2D0,3112,848,3,ActivePlatoon|physHit,3112
92,ActivePlatoon,?checkForCharactersBeingCarried@ActivePlatoon@@QEAA_NXZ,ActivePlatoon::checkForCharactersBeingCarried();,0x79BA60,INSIDE,0x79B2D0,3112,1936,3,ActivePlatoon|physHit,3112
4149,physHit,?getBuilding@physHit@@QEAAPEAVBuilding@@XZ,physHit::getBuilding();,0x79B520,INSIDE,0x79B2D0,3112,592,3,ActivePlatoon|physHit,3112
93,ActivePlatoon,?restoreSquad@ActivePlatoon@@QEAAXXZ,ActivePlatoon::restoreSquad();,0x7B50F0,INSIDE,0x7B4E50,3113,672,2,ActivePlatoon|GameWorld,3113
2642,GameWorld,?processSysMessages@GameWorld@@QEAAXXZ,GameWorld::processSysMessages();,0x7B5A10,INSIDE,0x7B4E50,3113,3008,2,ActivePlatoon|GameWorld,3113
118,AppearanceBase,?getAppearanceData@AppearanceBase@@QEBAPEAVGameDataCopyStandalone@@XZ,AppearanceBase::getAppearanceData();,0x5B0650,EXACT,0x5B0650,102,0,4,AppearanceBase|Character,102
167,AppearanceBase,?isShaved@AppearanceBase@@QEBA_NXZ,AppearanceBase::isShaved();,0x5B0660,INSIDE,0x5B0650,102,16,4,AppearanceBase|Character,102
710,Character,?getTerrainHeightPosition@Character@@QEAAMXZ,Character::getTerrainHeightPosition();,0x5B0610,NEAR,0x5B0650,102,64,4,AppearanceBase|Character,102
914,Character,?runSlaveAnim@Character@@QEAAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@MM@Z,"Character::runSlaveAnim(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, float, float);",0x5B0620,NEAR,0x5B0650,102,48,4,AppearanceBase|Character,102
255,AppearanceManager,?randomFeatureVector@AppearanceManager@@QEBA?AVVector3@Ogre@@AEBVDataRangeVector@1@M@Z,"AppearanceManager::randomFeatureVector(const class AppearanceManager::DataRangeVector &, float);",0x6E580,INSIDE,0x6E460,328,288,2,AppearanceManager|AppearanceManager_DataRangeVector,328
290,AppearanceManager_DataRangeVector,?size@DataRangeVector@AppearanceManager@@QEBAHXZ,AppearanceManager::DataRangeVector::size();,0x6E570,INSIDE,0x6E460,328,272,2,AppearanceManager|AppearanceManager_DataRangeVector,328
279,AppearanceManager_DataRange,?_CONSTRUCTOR@DataRange@AppearanceManager@@QEAAPEAV12@XZ,,0x961A0,NEAR,0x96210,51,112,4,AppearanceManager_DataRange|AppearanceManager_DataRangePose,51
280,AppearanceManager_DataRange,?_DESTRUCTOR@DataRange@AppearanceManager@@QEAAXXZ,,0x961D0,NEAR,0x96210,51,64,4,AppearanceManager_DataRange|AppearanceManager_DataRangePose,51
284,AppearanceManager_DataRangePose,?_CONSTRUCTOR@DataRangePose@AppearanceManager@@QEAAPEAV12@XZ,,0x96210,EXACT,0x96210,51,0,4,AppearanceManager_DataRange|AppearanceManager_DataRangePose,51
285,AppearanceManager_DataRangePose,?_DESTRUCTOR@DataRangePose@AppearanceManager@@QEAAXXZ,,0x96260,REFINED,0x96210,51,-80,4,AppearanceManager_DataRange|AppearanceManager_DataRangePose,51
319,Bounty,?_CONSTRUCTOR@Bounty@@QEAAPEAV1@XZ,,0x851100,INSIDE,0x850F40,2011,448,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
322,BountyManager,?_getBountyFaction@BountyManager@@QEAAPEAVFaction@@PEAV2@@Z,BountyManager::_getBountyFaction(class Faction *);,0x851140,INSIDE,0x850F40,2011,512,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
331,BountyManager,?getBountyRecognitionThreshold@BountyManager@@QEAAHXZ,BountyManager::getBountyRecognitionThreshold();,0x8511F0,INSIDE,0x850F40,2011,688,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
342,BountyManager,?notifyPossibleCrimeWitnessed@BountyManager@@QEAAXM@Z,BountyManager::notifyPossibleCrimeWitnessed(float);,0x851070,INSIDE,0x850F40,2011,304,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
349,BountyManager,?getPrisonSentenceInHours@BountyManager@@SAHH@Z,BountyManager::getPrisonSentenceInHours(int);,0x851000,INSIDE,0x850F40,2011,192,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
350,BountyManager,?getBountyExpirationTime@BountyManager@@SAMH@Z,BountyManager::getBountyExpirationTime(int);,0x851040,INSIDE,0x850F40,2011,256,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
1950,Faction,?getLawEnforcementFaction@Faction@@QEAAPEAV1@XZ,Faction::getLawEnforcementFaction();,0x8510E0,INSIDE,0x850F40,2011,416,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
4864,SeenSomeone,?lastSeenInSeconds@SeenSomeone@@QEAAMXZ,SeenSomeone::lastSeenInSeconds();,0x851280,INSIDE,0x850F40,2011,832,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
4917,SensoryData,?setupMyProgressBar@SensoryData@@QEAAXAEBVhand@@@Z,SensoryData::setupMyProgressBar(const class hand &);,0x8512D0,INSIDE,0x850F40,2011,912,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
4918,SensoryData,?updateMyProgressBar@SensoryData@@QEAAXMAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,"SensoryData::updateMyProgressBar(float, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x8512E0,INSIDE,0x850F40,2011,928,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
4920,SensoryData,?isIntruder_Base@SensoryData@@QEAA_NPEAVCharacter@@@Z,SensoryData::isIntruder_Base(class Character *);,0x851370,INSIDE,0x850F40,2011,1072,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
4921,SensoryData,?isIntruder_Building@SensoryData@@QEAA_NPEAVCharacter@@@Z,SensoryData::isIntruder_Building(class Character *);,0x851480,INSIDE,0x850F40,2011,1344,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
4922,SensoryData,?isInMyPrivate_Building@SensoryData@@QEAA_NPEAVCharacter@@@Z,SensoryData::isInMyPrivate_Building(class Character *);,0x8516F0,INSIDE,0x850F40,2011,1968,13,Bounty|BountyManager|Faction|SeenSomeone|SensoryData,2011
323,BountyManager,?_getHighestBountyFaction@BountyManager@@QEAAPEAVFaction@@XZ,BountyManager::_getHighestBountyFaction();,0x852810,REFINED,0x852700,62,-272,2,BountyManager|Character,62
692,Character,?lineOfSightCheck@Character@@QEAAMPEAV1@@Z,Character::lineOfSightCheck(class Character *);,0x852750,REFINED,0x852700,62,-80,2,BountyManager|Character,62
324,BountyManager,?_CONSTRUCTOR@BountyManager@@QEAAPEAV1@PEAVCharacter@@@Z,,0x6402D0,INSIDE,0x63FF60,895,880,2,BountyManager|CharStats,895
1326,CharStats,?_DESTRUCTOR@CharStats@@QEAAXXZ,,0x6401E0,INSIDE,0x63FF60,895,640,2,BountyManager|CharStats,895
328,BountyManager,?bountyAlreadyBeenClaimedByPlayer@BountyManager@@QEAA_NPEAVFaction@@@Z,BountyManager::bountyAlreadyBeenClaimedByPlayer(class Faction *);,0x8533A0,EXACT,0x8533A0,629,0,2,BountyManager|SensoryData,629
4926,SensoryData,?addToThreatsAndFlockingList@SensoryData@@QEAAXPEAVCharacter@@@Z,SensoryData::addToThreatsAndFlockingList(class Character *);,0x8534A0,INSIDE,0x8533A0,629,256,2,BountyManager|SensoryData,629
330,BountyManager,?unfairAddToBounty@BountyManager@@QEAAXPEAVFaction@@H@Z,"BountyManager::unfairAddToBounty(class Faction *, int);",0x852F50,INSIDE,0x852EF0,117,96,2,BountyManager|SensoryData,117
4887,SensoryData,?update@SensoryData@@QEAAXM@Z,SensoryData::update(float);,0x852F10,INSIDE,0x852EF0,117,32,2,BountyManager|SensoryData,117
332,BountyManager,?clearBounty@BountyManager@@QEAAXPEAVFaction@@@Z,BountyManager::clearBounty(class Faction *);,0x852B20,INSIDE,0x852A30,476,240,3,BountyManager|SenseItr|SensoryData_SpottingPeopleMgr,476
4881,SenseItr,?_CONSTRUCTOR@SenseItr@@QEAAPEAV1@IIPEAV?$unordered_map@Vhand@@PEAVSeenSomeone@@U?$hash@Vhand@@@boost@@U?$equal_to@Vhand@@@std@@V?$STLAllocator@U?$pair@$$CBVhand@@PEAVSeenSomeone@@@std@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@@unordered@boost@@@Z,,0x852A90,INSIDE,0x852A30,476,96,3,BountyManager|SenseItr|SensoryData_SpottingPeopleMgr,476
4930,SensoryData_SpottingPeopleMgr,?update@SpottingPeopleMgr@SensoryData@@QEAAXM@Z,SensoryData::SpottingPeopleMgr::update(float);,0x852BD0,INSIDE,0x852A30,476,416,3,BountyManager|SenseItr|SensoryData_SpottingPeopleMgr,476
333,BountyManager,?getTotalBounty@BountyManager@@QEBAHXZ,BountyManager::getTotalBounty();,0x852870,INSIDE,0x852750,527,288,2,BountyManager|SenseItr,527
4880,SenseItr,?increment@SenseItr@@QEAAXXZ,SenseItr::increment();,0x8527D0,INSIDE,0x852750,527,128,2,BountyManager|SenseItr,527
347,BountyManager,?crimeToStr@BountyManager@@SA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4CrimeEnum@@@Z,BountyManager::crimeToStr(enum CrimeEnum);,0x855660,INSIDE,0x854D10,2487,2384,6,BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr,2487
695,Character,?notifyICanSeeYouSneaking@Character@@QEAAXPEAV1@VYesNoMaybe@@M@Z,"Character::notifyICanSeeYouSneaking(class Character *, class YesNoMaybe, float);",0x855060,INSIDE,0x854D10,2487,848,6,BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr,2487
4883,SensoryData,?_DESTRUCTOR@SensoryData@@QEAAXXZ,,0x855120,INSIDE,0x854D10,2487,1040,6,BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr,2487
4915,SensoryData,?processKillList@SensoryData@@QEAAXXZ,SensoryData::processKillList();,0x855460,INSIDE,0x854D10,2487,1872,6,BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr,2487
4928,SensoryData_SpottingPeopleMgr,?spot@SpottingPeopleMgr@SensoryData@@QEAAXAEBVhand@@M@Z,"SensoryData::SpottingPeopleMgr::spot(const class hand &, float);",0x854FB0,INSIDE,0x854D10,2487,672,6,BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr,2487
4929,SensoryData_SpottingPeopleMgr,?getTime@SpottingPeopleMgr@SensoryData@@QEAAMAEBVhand@@@Z,SensoryData::SpottingPeopleMgr::getTime(const class hand &);,0x855000,INSIDE,0x854D10,2487,752,6,BountyManager|Character|SensoryData|SensoryData_SpottingPeopleMgr,2487
381,Building,?hasInterior@Building@@QEAA_NXZ,Building::hasInterior();,0x291610,EXACT,0x291610,48,0,2,Building|ZoneManager,48
5887,ZoneManager,?getZoneMap@ZoneManager@@QEAAPEAVZoneMap@@AEBVVector3@Ogre@@@Z,ZoneManager::getZoneMap(const class Ogre::Vector3 &);,0x2915D0,NEAR,0x291610,48,64,2,Building|ZoneManager,48
400,Building,?_NV_getSpecialFunction@Building@@QEBA?AW4BuildingFunction@@XZ,,0xF6AF0,REFINED,0xF6A30,89,-192,3,Building|Building_ConstructionState|hand,89
550,Building_ConstructionState,?getTotalMats@ConstructionState@Building@@QEBAMXZ,Building::ConstructionState::getTotalMats();,0xF6AC0,REFINED,0xF6A30,89,-144,3,Building|Building_ConstructionState|hand,89
2741,hand,??Mhand@@QEBA_NAEBV0@@Z,hand::operator<(const class hand &);,0xF6A60,INSIDE,0xF6A30,89,48,3,Building|Building_ConstructionState|hand,89
420,Building,?_CONSTRUCTOR@Building@@QEAAPEAV1@PEAVGameData@@AEBVVector3@Ogre@@AEBVQuaternion@4@PEAVFaction@@AEBVhand@@4PEAVLayout@@PEAV1@@Z,,0x55C000,INSIDE,0x55BF10,526,240,2,Building|Building_ConstructionState,526
541,Building_ConstructionState,?_DESTRUCTOR@ConstructionState@Building@@QEAAXXZ,,0x55BFA0,INSIDE,0x55BF10,526,144,2,Building|Building_ConstructionState,526
448,Building,?setIsOutsideFurniture@Building@@QEAAX_N@Z,Building::setIsOutsideFurniture(bool);,0x4EB6C0,NEAR,0x4EBC90,56,1488,5,Building|NxVec3|PreviewBuilding_Footprint,56
3998,NxVec3,?add@NxVec3@@QEAAXAEBV1@0@Z,"NxVec3::add(const class NxVec3 &, const class NxVec3 &);",0x4EBA90,NEAR,0x4EBC90,56,512,5,Building|NxVec3|PreviewBuilding_Footprint,56
3999,NxVec3,?subtract@NxVec3@@QEAAXAEBV1@0@Z,"NxVec3::subtract(const class NxVec3 &, const class NxVec3 &);",0x4EBAD0,NEAR,0x4EBC90,56,448,5,Building|NxVec3|PreviewBuilding_Footprint,56
4000,NxVec3,?multiplyAdd@NxVec3@@QEAAXMAEBV1@0@Z,"NxVec3::multiplyAdd(float, const class NxVec3 &, const class NxVec3 &);",0x4EBB10,NEAR,0x4EBC90,56,384,5,Building|NxVec3|PreviewBuilding_Footprint,56
4481,PreviewBuilding_Footprint,?getSpace@Footprint@PreviewBuilding@@QEBAMXZ,PreviewBuilding::Footprint::getSpace();,0x4EB2E0,RECOVERED,0x4EBC90,56,2480,5,Building|NxVec3|PreviewBuilding_Footprint,56
463,Building,?_NV_getVisible@Building@@QEBA_NXZ,,0x5466B0,NEAR,0x5466E0,149,48,4,Building|Building_ConstructionState,149
544,Building_ConstructionState,?isOverThreshold@ConstructionState@Building@@QEBA_NXZ,Building::ConstructionState::isOverThreshold();,0x546750,INSIDE,0x5466E0,149,112,4,Building|Building_ConstructionState,149
545,Building_ConstructionState,?getHealthBarProgress@ConstructionState@Building@@QEBAMXZ,Building::ConstructionState::getHealthBarProgress();,0x546770,INSIDE,0x5466E0,149,144,4,Building|Building_ConstructionState,149
546,Building_ConstructionState,?getConstructionMaterialProgress@ConstructionState@Building@@QEBAMXZ,Building::ConstructionState::getConstructionMaterialProgress();,0x5467A0,REFINED,0x5466E0,149,-192,4,Building|Building_ConstructionState,149
479,Building,?createTriggerHull@Building@@QEAAXXZ,Building::createTriggerHull();,0x552DE0,INSIDE,0x552B70,1611,624,2,Building|PhysicsCollection_LightEnt,1611
4188,PhysicsCollection_LightEnt,?_CONSTRUCTOR@LightEnt@PhysicsCollection@@QEAAPEAV12@PEAVGameData@@_NPEAVSceneNode@Ogre@@@Z,,0x553150,INSIDE,0x552B70,1611,1504,2,Building|PhysicsCollection_LightEnt,1611
557,Building_ConstructionState_BuildMaterial,?getMaterialsBarProgress@BuildMaterial@ConstructionState@Building@@QEBAMXZ,Building::ConstructionState::BuildMaterial::getMaterialsBarProgress();,0x2FDCD0,INSIDE,0x2FDC40,157,144,3,Building_ConstructionState_BuildMaterial|Town,157
5311,Town,?getBatteryDrain@Town@@QEBAMXZ,Town::getBatteryDrain();,0x2FDCF0,REFINED,0x2FDC40,157,-176,3,Building_ConstructionState_BuildMaterial|Town,157
5315,Town,?getBatteryChargingUpAmount@Town@@QEBAMXZ,Town::getBatteryChargingUpAmount();,0x2FDD00,REFINED,0x2FDC40,157,-192,3,Building_ConstructionState_BuildMaterial|Town,157
